# BUSCO version is: 5.2.2 
# The lineage dataset is: actinopterygii_odb10 (Creation date: 2021-02-19, number of genomes: 26, number of BUSCOs: 3640)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1144at7898	Duplicated	NW_015506096.1	227161	405516	+	4756.3	2227	https://www.orthodb.org/v10?query=1144at7898	serine/threonine-protein kinase mTOR
1155at7898	Missing
1213at7898	Complete	NW_015505646.1	569576	596631	+	2949.0	1508
1220at7898	Duplicated	NW_015505185.1	2216318	2230021	-	1689.0	1995	https://www.orthodb.org/v10?query=1220at7898	breast cancer type 2 susceptibility protein
1220at7898	Duplicated	NW_015505850.1	289143	300946	-	1709.7	2050	https://www.orthodb.org/v10?query=1220at7898	breast cancer type 2 susceptibility protein
1258at7898	Duplicated	NW_015505276.1	1053513	1084752	+	2917.9	1765	https://www.orthodb.org/v10?query=1258at7898	neurogenic locus notch homolog protein 2-like
1258at7898	Duplicated	NW_015506047.1	286949	317547	+	2983.4	1783	https://www.orthodb.org/v10?query=1258at7898	neurogenic locus notch homolog protein 2-like
1262at7898	Duplicated	NW_015505298.1	597288	617295	-	5441.3	2289	https://www.orthodb.org/v10?query=1262at7898	pre-mRNA-processing-splicing factor 8
1262at7898	Duplicated	NW_015505529.1	1092782	1104877	-	5477.8	2290	https://www.orthodb.org/v10?query=1262at7898	pre-mRNA-processing-splicing factor 8
1312at7898	Duplicated	NW_015505240.1	2224067	2292631	+	3289.6	1978	https://www.orthodb.org/v10?query=1312at7898	Protein tyrosine phosphatase, non-receptor type 13
1312at7898	Duplicated	NW_015506178.1	96995	175841	-	3277.5	1979	https://www.orthodb.org/v10?query=1312at7898	Protein tyrosine phosphatase, non-receptor type 13
1329at7898	Complete	NW_015505632.1	892476	943572	+	3536.8	2111	https://www.orthodb.org/v10?query=1329at7898	ectopic P granules protein 5 homolog
1401at7898	Duplicated	NW_015505621.1	117780	184015	+	4076.1	2243	https://www.orthodb.org/v10?query=1401at7898	eIF-2-alpha kinase activator GCN1
1401at7898	Duplicated	NW_015505642.1	694148	750991	-	3613.8	2166	https://www.orthodb.org/v10?query=1401at7898	eIF-2-alpha kinase activator GCN1
1502at7898	Duplicated	NW_015505183.1	759025	792298	-	4336.5	2123	https://www.orthodb.org/v10?query=1502at7898	E3 ubiquitin-protein ligase HECTD1 isoform X1
1502at7898	Duplicated	NW_015505313.1	2070186	2102117	+	4340.6	2114	https://www.orthodb.org/v10?query=1502at7898	E3 ubiquitin-protein ligase HECTD1 isoform X1
1539at7898	Complete	NW_015505382.1	1461355	1477817	-	3848.3	1909	https://www.orthodb.org/v10?query=1539at7898	alpha-tectorin
1607at7898	Duplicated	NW_015505886.1	1093121	1129902	+	3101.8	1936	https://www.orthodb.org/v10?query=1607at7898	chondroitin sulfate proteoglycan 4
1607at7898	Duplicated	NW_015505995.1	353799	405764	-	3113.2	1922	https://www.orthodb.org/v10?query=1607at7898	chondroitin sulfate proteoglycan 4
1664at7898	Duplicated	NW_015505611.1	779809	795136	+	3047.0	2086	https://www.orthodb.org/v10?query=1664at7898	zinc finger protein 40 isoform X1
1664at7898	Duplicated	NW_015505874.1	459195	471714	+	3061.2	2010	https://www.orthodb.org/v10?query=1664at7898	zinc finger protein 40 isoform X1
1667at7898	Fragmented	NW_015505203.1	803195	852056	+	2295.0	1304	https://www.orthodb.org/v10?query=1667at7898	dysferlin isoform X1
1697at7898	Complete	NW_015505448.1	698959	732707	-	3227.3	1635	https://www.orthodb.org/v10?query=1697at7898	DNA polymerase epsilon catalytic subunit A
1709at7898	Duplicated	NW_015505333.1	638314	658021	+	2802.2	1668	https://www.orthodb.org/v10?query=1709at7898	adenomatous polyposis coli protein 2
1709at7898	Duplicated	NW_015505736.1	841334	863115	+	2864.4	1668	https://www.orthodb.org/v10?query=1709at7898	adenomatous polyposis coli protein 2
1867at7898	Complete	NW_015505719.1	71925	278125	-	2722.5	1860	https://www.orthodb.org/v10?query=1867at7898	neuroblastoma-amplified sequence
1955at7898	Complete	NW_015505414.1	12756	73643	-	3223.5	1741	https://www.orthodb.org/v10?query=1955at7898	brefeldin A-inhibited guanine nucleotide-exchange protein 3
2212at7898	Complete	NW_015505193.1	911102	943744	-	2967.2	2187	https://www.orthodb.org/v10?query=2212at7898	von Willebrand factor
2355at7898	Complete	NW_015505432.1	620654	714578	-	2661.7	1484	https://www.orthodb.org/v10?query=2355at7898	dedicator of cytokinesis protein 10
2390at7898	Duplicated	NW_015505739.1	561556	684102	+	2591.3	1580	https://www.orthodb.org/v10?query=2390at7898	calcineurin-binding protein cabin-1 isoform X1
2390at7898	Duplicated	NW_015506038.1	262010	365157	+	2764.8	1686	https://www.orthodb.org/v10?query=2390at7898	calcineurin-binding protein cabin-1 isoform X1
2421at7898	Duplicated	NW_015505207.1	2847249	2867362	+	3111.2	1875	https://www.orthodb.org/v10?query=2421at7898	Dopey family member 2
2421at7898	Duplicated	NW_015505388.1	1388838	1410848	-	3170.3	1855	https://www.orthodb.org/v10?query=2421at7898	Dopey family member 2
2494at7898	Duplicated	NW_015505301.1	617520	689637	+	2330.3	1680	https://www.orthodb.org/v10?query=2494at7898	rotatin
2494at7898	Duplicated	NW_015505392.1	859781	946847	-	2182.9	1697	https://www.orthodb.org/v10?query=2494at7898	rotatin
2517at7898	Complete	NW_015506215.1	619379	633253	+	2285.8	1376	https://www.orthodb.org/v10?query=2517at7898	coagulation factor V
2564at7898	Complete	NW_015507276.1	4878	54902	-	2421.5	1685	https://www.orthodb.org/v10?query=2564at7898	nucleolar pre-ribosomal-associated protein 1
2589at7898	Duplicated	NW_015505249.1	2137710	2206054	-	3008.0	1636	https://www.orthodb.org/v10?query=2589at7898	anaphase-promoting complex subunit 1
2589at7898	Duplicated	NW_015505413.1	1400872	1482371	-	2560.9	1428	https://www.orthodb.org/v10?query=2589at7898	anaphase-promoting complex subunit 1
2616at7898	Duplicated	NW_015505225.1	1776288	1800906	+	3045.2	1645	https://www.orthodb.org/v10?query=2616at7898	protein KIAA0100 homolog isoform X1
2616at7898	Duplicated	NW_015505675.1	593797	613129	+	3437.2	1796	https://www.orthodb.org/v10?query=2616at7898	protein KIAA0100 homolog isoform X1
2652at7898	Complete	NW_015505815.1	803412	841232	+	3093.7	1617	https://www.orthodb.org/v10?query=2652at7898	HEAT repeat-containing protein 5B
2721at7898	Duplicated	NW_015505244.1	1469928	1477258	+	1531.1	1392	https://www.orthodb.org/v10?query=2721at7898	Upstream transcription factor family member 3
2721at7898	Duplicated	NW_015505318.1	717447	724986	-	1542.7	1339	https://www.orthodb.org/v10?query=2721at7898	Upstream transcription factor family member 3
2731at7898	Duplicated	NW_015505383.1	287798	298485	-	2842.1	2185	https://www.orthodb.org/v10?query=2731at7898	chondroitin sulfate proteoglycan 4-like
2731at7898	Duplicated	NW_015505413.1	886259	896693	+	2815.3	2155	https://www.orthodb.org/v10?query=2731at7898	chondroitin sulfate proteoglycan 4-like
2731at7898	Duplicated	NW_015505441.1	421736	437301	-	3233.2	1995	https://www.orthodb.org/v10?query=2731at7898	chondroitin sulfate proteoglycan 4-like
2731at7898	Duplicated	NW_015505496.1	975613	990583	-	3296.5	2053	https://www.orthodb.org/v10?query=2731at7898	chondroitin sulfate proteoglycan 4-like
2748at7898	Duplicated	NW_015505519.1	484726	490188	+	1782.7	1288	https://www.orthodb.org/v10?query=2748at7898	tudor domain-containing protein 15
2748at7898	Duplicated	NW_015505557.1	754039	759552	-	1786.0	1293	https://www.orthodb.org/v10?query=2748at7898	tudor domain-containing protein 15
2763at7898	Complete	NW_015505267.1	926574	947128	+	3225.5	1711	https://www.orthodb.org/v10?query=2763at7898	nuclear pore complex protein Nup205
2857at7898	Complete	NW_015505262.1	1170453	1249901	+	2647.7	1558	https://www.orthodb.org/v10?query=2857at7898	zinc finger protein castor homolog 1 isoform X1
2862at7898	Duplicated	NW_015505190.1	1836685	1844820	+	1494.3	1741
2862at7898	Duplicated	NW_015505354.1	79739	87889	+	1483.9	1775
3036at7898	Duplicated	NW_015505533.1	434514	513462	-	2553.1	1544	https://www.orthodb.org/v10?query=3036at7898	plexin-D1
3036at7898	Duplicated	NW_015506179.1	235852	294174	-	2490.1	1454	https://www.orthodb.org/v10?query=3036at7898	plexin-D1
3037at7898	Complete	NW_015505479.1	1171496	1282878	+	2645.5	1451	https://www.orthodb.org/v10?query=3037at7898	low-density lipoprotein receptor-related protein 4
3098at7898	Duplicated	NW_015505277.1	686553	706180	+	1750.2	1217
3098at7898	Duplicated	NW_015505355.1	1789757	1830942	+	1701.3	1202
3133at7898	Duplicated	NW_015505423.1	325813	353796	+	2625.0	1564	https://www.orthodb.org/v10?query=3133at7898	Intraflagellar transport 172
3133at7898	Duplicated	NW_015505500.1	1104989	1132791	-	2440.5	1485	https://www.orthodb.org/v10?query=3133at7898	Intraflagellar transport 172
3278at7898	Duplicated	NW_015505231.1	2475929	2538781	+	3241.1	1556
3278at7898	Duplicated	NW_015506164.1	15444	71503	-	3176.9	1528
3359at7898	Complete	NW_015506424.1	16206	99553	-	2467.6	1788	https://www.orthodb.org/v10?query=3359at7898	kinetochore-associated protein 1
3551at7898	Duplicated	NW_015505207.1	1803035	1915309	-	2676.4	1442	https://www.orthodb.org/v10?query=3551at7898	sodium leak channel non-selective protein
3551at7898	Duplicated	NW_015505462.1	183447	292509	+	2903.3	1427	https://www.orthodb.org/v10?query=3551at7898	sodium leak channel non-selective protein
3552at7898	Complete	NW_015505205.1	1368107	1382571	+	2406.3	1433
3601at7898	Duplicated	NW_015505208.1	2095191	2175258	-	2700.3	1502	https://www.orthodb.org/v10?query=3601at7898	kinesin-like protein KIF1B isoform X1
3601at7898	Duplicated	NW_015505262.1	887417	964493	+	2439.5	1317	https://www.orthodb.org/v10?query=3601at7898	kinesin-like protein KIF1B isoform X1
3636at7898	Duplicated	NW_015505322.1	645241	665986	-	2710.0	1436	https://www.orthodb.org/v10?query=3636at7898	proteasome-associated protein ECM29 homolog
3636at7898	Duplicated	NW_015505606.1	385315	409395	+	2889.9	1545	https://www.orthodb.org/v10?query=3636at7898	proteasome-associated protein ECM29 homolog
3668at7898	Duplicated	NW_015505210.1	1728625	1746577	+	1577.7	1387	https://www.orthodb.org/v10?query=3668at7898	treslin isoform X1
3668at7898	Duplicated	NW_015505699.1	725086	736601	-	1601.9	1463	https://www.orthodb.org/v10?query=3668at7898	treslin isoform X1
3678at7898	Duplicated	NW_015505411.1	1045760	1055278	+	1019.7	1635	https://www.orthodb.org/v10?query=3678at7898	CASP8-associated protein 2
3678at7898	Duplicated	NW_015505494.1	412453	420018	-	969.0	1755	https://www.orthodb.org/v10?query=3678at7898	CASP8-associated protein 2
3802at7898	Complete	NW_015505516.1	239656	259183	-	1484.6	1194	https://www.orthodb.org/v10?query=3802at7898	cilia- and flagella-associated protein 65
3849at7898	Duplicated	NW_015505252.1	537736	558466	-	2623.0	1465	https://www.orthodb.org/v10?query=3849at7898	nucleoporin NUP188 homolog
3849at7898	Duplicated	NW_015505444.1	366713	383928	-	2596.6	1477	https://www.orthodb.org/v10?query=3849at7898	nucleoporin NUP188 homolog
3878at7898	Duplicated	NW_015505272.1	928296	941686	-	1633.1	1141	https://www.orthodb.org/v10?query=3878at7898	cardiomyopathy-associated protein 5
3878at7898	Duplicated	NW_015505714.1	1497362	1510954	+	1559.8	1124	https://www.orthodb.org/v10?query=3878at7898	cardiomyopathy-associated protein 5
3909at7898	Complete	NW_015505590.1	322839	347854	-	2234.7	1230	https://www.orthodb.org/v10?query=3909at7898	DNA-directed RNA polymerase I subunit RPA1
4012at7898	Duplicated	NW_015505529.1	73248	84690	-	3081.4	1668	https://www.orthodb.org/v10?query=4012at7898	WD repeat-containing protein 81
4012at7898	Duplicated	NW_015506030.1	71845	80801	-	2676.1	1537	https://www.orthodb.org/v10?query=4012at7898	WD repeat-containing protein 81
4029at7898	Complete	NW_015505233.1	176987	238021	-	1742.3	1043	https://www.orthodb.org/v10?query=4029at7898	nidogen-2 isoform X1
4171at7898	Duplicated	NW_015505927.1	305823	330853	+	2076.6	1228	https://www.orthodb.org/v10?query=4171at7898	ATP-binding cassette, sub-family A (ABC1), member 5
4171at7898	Duplicated	NW_015505950.1	282476	304254	+	2295.0	1349	https://www.orthodb.org/v10?query=4171at7898	ATP-binding cassette, sub-family A (ABC1), member 5
4182at7898	Duplicated	NW_015505419.1	1499762	1551839	+	2226.2	1507	https://www.orthodb.org/v10?query=4182at7898	focadhesin
4182at7898	Duplicated	NW_015505824.1	448508	492792	-	1943.2	1428	https://www.orthodb.org/v10?query=4182at7898	focadhesin
4232at7898	Complete	NW_015506181.1	406382	464790	-	1582.3	1143	https://www.orthodb.org/v10?query=4232at7898	laminin subunit alpha-4
4361at7898	Complete	NW_015505398.1	1347060	1401872	-	2537.1	1345	https://www.orthodb.org/v10?query=4361at7898	ras GTPase-activating-like protein IQGAP1
4363at7898	Missing
4391at7898	Duplicated	NW_015505238.1	1081048	1092442	-	3938.7	1934	https://www.orthodb.org/v10?query=4391at7898	DNA-directed RNA polymerase II subunit RPB1
4391at7898	Duplicated	NW_015505752.1	95859	107746	-	3898.8	1946	https://www.orthodb.org/v10?query=4391at7898	DNA-directed RNA polymerase II subunit RPB1
4483at7898	Complete	NW_015505963.1	57291	127648	+	2453.3	1399	https://www.orthodb.org/v10?query=4483at7898	ras GTPase-activating-like protein IQGAP2
4528at7898	Complete	NW_015505206.1	2252699	2271115	-	692.2	598	https://www.orthodb.org/v10?query=4528at7898	MHC class II transactivator
4610at7898	Duplicated	NW_015505486.1	673584	734793	+	2604.7	1393	https://www.orthodb.org/v10?query=4610at7898	ATP-binding cassette sub-family A member 3
4610at7898	Duplicated	NW_015505655.1	362436	430891	-	2271.0	1235	https://www.orthodb.org/v10?query=4610at7898	ATP-binding cassette sub-family A member 3
4629at7898	Duplicated	NW_015505517.1	316109	336603	-	2319.9	1284	https://www.orthodb.org/v10?query=4629at7898	Mitogen-activated protein kinase kinase kinase 4
4629at7898	Duplicated	NW_015505645.1	98442	114654	-	2268.9	1172	https://www.orthodb.org/v10?query=4629at7898	Mitogen-activated protein kinase kinase kinase 4
4817at7898	Duplicated	NW_015505682.1	1119318	1158565	-	2144.8	1367	https://www.orthodb.org/v10?query=4817at7898	signal-induced proliferation-associated 1-like protein 3
4817at7898	Duplicated	NW_015505891.1	795483	825090	+	1955.4	1266	https://www.orthodb.org/v10?query=4817at7898	signal-induced proliferation-associated 1-like protein 3
4849at7898	Complete	NW_015505358.1	174262	188510	-	2402.7	1106	https://www.orthodb.org/v10?query=4849at7898	SNF2 histone linker PHD RING helicase
4922at7898	Duplicated	NW_015505224.1	648165	741502	+	2709.2	1476	https://www.orthodb.org/v10?query=4922at7898	disks large homolog 5 isoform X1
4922at7898	Duplicated	NW_015505296.1	1202914	1274338	-	2930.1	1586	https://www.orthodb.org/v10?query=4922at7898	disks large homolog 5 isoform X1
4922at7898	Duplicated	NW_015505377.1	796203	840049	+	2506.6	1657	https://www.orthodb.org/v10?query=4922at7898	disks large homolog 5 isoform X1
4973at7898	Complete	NW_015505398.1	2462431	2544345	+	1593.6	1010	https://www.orthodb.org/v10?query=4973at7898	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
5000at7898	Duplicated	NW_015505715.1	678884	700480	+	2240.7	1208
5000at7898	Duplicated	NW_015506007.1	91289	123791	+	2541.3	1316
5022at7898	Duplicated	NW_015505853.1	434391	456795	+	2359.0	1146	https://www.orthodb.org/v10?query=5022at7898	protein dispatched homolog 1
5022at7898	Duplicated	NW_015506404.1	167548	188499	+	2329.7	1174	https://www.orthodb.org/v10?query=5022at7898	protein dispatched homolog 1
5033at7898	Duplicated	NW_015505370.1	1660637	1680522	-	1901.3	1181	https://www.orthodb.org/v10?query=5033at7898	protein dispatched homolog 2
5033at7898	Duplicated	NW_015506050.1	306387	321713	+	1922.9	1167	https://www.orthodb.org/v10?query=5033at7898	protein dispatched homolog 2
5058at7898	Duplicated	NW_015505250.1	460120	493002	-	2414.9	1736	https://www.orthodb.org/v10?query=5058at7898	thyroid receptor-interacting protein 11
5058at7898	Duplicated	NW_015505285.1	222798	244611	+	2460.3	1759	https://www.orthodb.org/v10?query=5058at7898	thyroid receptor-interacting protein 11
5200at7898	Duplicated	NW_015505411.1	54032	80328	-	2013.8	1167
5200at7898	Duplicated	NW_015505493.1	293249	312379	+	1911.9	1259
5468at7898	Complete	NW_015505318.1	1276922	1300603	+	1891.1	1354	https://www.orthodb.org/v10?query=5468at7898	deleted in lung and esophageal cancer protein 1
5477at7898	Complete	NW_015505285.1	1252863	1272157	-	1542.2	1071	https://www.orthodb.org/v10?query=5477at7898	leucine-rich repeat-containing protein 9-like
5479at7898	Complete	NW_015505377.1	658537	693536	-	2235.9	1199	https://www.orthodb.org/v10?query=5479at7898	DNA-directed RNA polymerase III subunit RPC1
5517at7898	Duplicated	NW_015505234.1	1323918	1351626	-	2192.1	1271	https://www.orthodb.org/v10?query=5517at7898	Cystic fibrosis transmembrane conductance regulator
5517at7898	Duplicated	NW_015505404.1	1238337	1270433	-	2102.4	1291	https://www.orthodb.org/v10?query=5517at7898	Cystic fibrosis transmembrane conductance regulator
5528at7898	Complete	NW_015505736.1	162787	181584	-	1554.8	1141	https://www.orthodb.org/v10?query=5528at7898	protein crumbs homolog 1
5566at7898	Duplicated	NW_015505333.1	1113223	1175548	-	2614.3	1435	https://www.orthodb.org/v10?query=5566at7898	Kinesin family member 21B
5566at7898	Duplicated	NW_015505731.1	237854	308518	-	2484.1	1325	https://www.orthodb.org/v10?query=5566at7898	Kinesin family member 21B
5588at7898	Duplicated	NW_015505523.1	2648358	2662425	+	3065.9	1492	https://www.orthodb.org/v10?query=5588at7898	Transcription elongation factor spt6
5588at7898	Duplicated	NW_015507094.1	95687	110453	+	3053.7	1553	https://www.orthodb.org/v10?query=5588at7898	Transcription elongation factor spt6
5604at7898	Fragmented	NW_015505909.1	104763	158604	+	1880.0	905	https://www.orthodb.org/v10?query=5604at7898	mediator of RNA polymerase II transcription subunit 23
5622at7898	Duplicated	NW_015505375.1	388301	413189	+	1188.6	1200
5622at7898	Duplicated	NW_015505428.1	343472	357794	-	1224.6	1158
5661at7898	Complete	NW_015506447.1	235995	264996	-	2433.9	1448	https://www.orthodb.org/v10?query=5661at7898	chromodomain-helicase-DNA-binding protein 1
5736at7898	Complete	NW_015505938.1	753487	780587	+	2157.1	1317
5752at7898	Complete	NW_015506168.1	302287	355473	-	1818.5	993	https://www.orthodb.org/v10?query=5752at7898	intron-binding protein aquarius
5794at7898	Duplicated	NW_015505492.1	397720	445625	+	1651.8	920	https://www.orthodb.org/v10?query=5794at7898	DNA replication ATP-dependent helicase/nuclease DNA2
5794at7898	Duplicated	NW_015506034.1	198164	209065	+	1479.6	864	https://www.orthodb.org/v10?query=5794at7898	DNA replication ATP-dependent helicase/nuclease DNA2
5900at7898	Complete	NW_015506429.1	117285	170145	+	1634.3	1138	https://www.orthodb.org/v10?query=5900at7898	Fanconi anemia group M protein
6083at7898	Complete	NW_015505184.1	6764302	6779974	+	1562.6	1016
6094at7898	Duplicated	NW_015505288.1	283559	363720	-	1864.7	1131	https://www.orthodb.org/v10?query=6094at7898	Trafficking protein particle complex 8
6094at7898	Duplicated	NW_015505875.1	332972	390668	-	1933.9	1140	https://www.orthodb.org/v10?query=6094at7898	Trafficking protein particle complex 8
6107at7898	Duplicated	NW_015505368.1	1365889	1397488	+	1864.2	984	https://www.orthodb.org/v10?query=6107at7898	pleckstrin homology domain-containing family H member 1
6107at7898	Duplicated	NW_015505472.1	263402	324446	-	1811.4	1035	https://www.orthodb.org/v10?query=6107at7898	pleckstrin homology domain-containing family H member 1
6114at7898	Complete	NW_015505289.1	1878815	1922829	-	2640.4	1635	https://www.orthodb.org/v10?query=6114at7898	unconventional myosin-XVIIIb
6141at7898	Duplicated	NW_015505198.1	1512042	1528582	-	2064.2	1469	https://www.orthodb.org/v10?query=6141at7898	RB1-inducible coiled-coil protein 1
6141at7898	Duplicated	NW_015505449.1	1208600	1227388	+	1939.7	1484	https://www.orthodb.org/v10?query=6141at7898	RB1-inducible coiled-coil protein 1
6211at7898	Complete	NW_015505204.1	418329	441076	-	1407.3	1079	https://www.orthodb.org/v10?query=6211at7898	secretory phospholipase A2 receptor
6222at7898	Duplicated	NW_015505401.1	10713	22888	+	1892.7	1435	https://www.orthodb.org/v10?query=6222at7898	RUN and SH3 domain-containing protein 1
6222at7898	Duplicated	NW_015505430.1	989824	1001092	+	1891.6	1407	https://www.orthodb.org/v10?query=6222at7898	RUN and SH3 domain-containing protein 1
6239at7898	Complete	NW_015505334.1	806218	832510	-	2348.6	1112	https://www.orthodb.org/v10?query=6239at7898	Clustered mitochondria protein homolog
6262at7898	Missing
6305at7898	Duplicated	NW_015505196.1	1972796	1987861	+	1987.7	1008	https://www.orthodb.org/v10?query=6305at7898	WD repeat-containing protein 17 isoform X1
6305at7898	Duplicated	NW_015505838.1	411261	434252	+	1893.1	1032	https://www.orthodb.org/v10?query=6305at7898	WD repeat-containing protein 17 isoform X1
6349at7898	Duplicated	NW_015505270.1	267463	295836	+	1950.7	1168	https://www.orthodb.org/v10?query=6349at7898	Gem (nuclear organelle) associated protein 5
6349at7898	Duplicated	NW_015505967.1	267845	289084	+	1831.3	1166	https://www.orthodb.org/v10?query=6349at7898	Gem (nuclear organelle) associated protein 5
6383at7898	Duplicated	NW_015505210.1	4944839	4964888	-	1414.7	1264	https://www.orthodb.org/v10?query=6383at7898	glutamine and serine-rich protein 1
6383at7898	Duplicated	NW_015505498.1	1082587	1099092	-	1570.0	1362	https://www.orthodb.org/v10?query=6383at7898	glutamine and serine-rich protein 1
6557at7898	Duplicated	NW_015505257.1	1825497	1846980	+	2286.7	1448	https://www.orthodb.org/v10?query=6557at7898	Listerin E3 ubiquitin protein ligase 1
6557at7898	Duplicated	NW_015505676.1	521202	555324	+	2057.7	1337	https://www.orthodb.org/v10?query=6557at7898	Listerin E3 ubiquitin protein ligase 1
6598at7898	Complete	NW_015505492.1	1205883	1216122	-	1620.9	1222	https://www.orthodb.org/v10?query=6598at7898	unhealthy ribosome biogenesis protein 2 homolog
6715at7898	Complete	NW_015505924.1	66447	98112	+	1886.2	965	https://www.orthodb.org/v10?query=6715at7898	Nucleoporin 155
6807at7898	Complete	NW_015506367.1	16965	41852	-	2045.4	1100
6854at7898	Complete	NW_015506478.1	289871	338959	+	2208.9	1191	https://www.orthodb.org/v10?query=6854at7898	tenascin-R
6873at7898	Duplicated	NW_015505264.1	886390	945558	+	2182.4	1188	https://www.orthodb.org/v10?query=6873at7898	DNA polymerase
6873at7898	Duplicated	NW_015505305.1	1032374	1100325	+	2169.6	1225	https://www.orthodb.org/v10?query=6873at7898	DNA polymerase
6908at7898	Duplicated	NW_015505207.1	2238758	2246659	-	2506.4	1161	https://www.orthodb.org/v10?query=6908at7898	Splicing factor 3b, subunit 1
6908at7898	Duplicated	NW_015505388.1	1995821	2009882	+	2505.4	1209	https://www.orthodb.org/v10?query=6908at7898	Splicing factor 3b, subunit 1
6910at7898	Duplicated	NW_015505686.1	414470	454820	+	1683.2	891
6910at7898	Duplicated	NW_015506275.1	13898	55127	+	1573.6	828
