# BUSCO version is: 5.2.2 
# The lineage dataset is: actinopterygii_odb10 (Creation date: 2021-02-19, number of genomes: 26, number of BUSCOs: 3640)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1262at7898	Complete	NC_056713.1	15315773	15326995	-	5532.8	2286	https://www.orthodb.org/v10?query=1262at7898	pre-mRNA-processing-splicing factor 8
1312at7898	Complete	NC_056719.1	196126	247385	-	3247.1	1931	https://www.orthodb.org/v10?query=1312at7898	Protein tyrosine phosphatase, non-receptor type 13
1329at7898	Complete	NC_056703.1	15507541	15528290	-	3589.2	2111	https://www.orthodb.org/v10?query=1329at7898	ectopic P granules protein 5 homolog
1401at7898	Complete	NC_056706.1	2465893	2507590	+	4114.5	2285	https://www.orthodb.org/v10?query=1401at7898	eIF-2-alpha kinase activator GCN1
1502at7898	Complete	NC_056715.1	10799947	10820219	+	4240.0	2129	https://www.orthodb.org/v10?query=1502at7898	E3 ubiquitin-protein ligase HECTD1 isoform X1
1539at7898	Complete	NC_056703.1	21106146	21118854	+	3812.4	1911	https://www.orthodb.org/v10?query=1539at7898	alpha-tectorin
1607at7898	Complete	NC_056723.1	3592386	3636345	+	3113.5	1939	https://www.orthodb.org/v10?query=1607at7898	chondroitin sulfate proteoglycan 4
1664at7898	Complete	NC_056717.1	18767481	18779721	-	3232.7	2057	https://www.orthodb.org/v10?query=1664at7898	zinc finger protein 40 isoform X1
1667at7898	Complete	NC_056705.1	14734732	14792216	-	3144.5	1711	https://www.orthodb.org/v10?query=1667at7898	dysferlin isoform X1
1697at7898	Complete	NC_056703.1	1580213	1596985	+	3982.8	1906	https://www.orthodb.org/v10?query=1697at7898	DNA polymerase epsilon catalytic subunit A
1709at7898	Complete	NC_056709.1	3856693	3939802	-	3241.9	1954	https://www.orthodb.org/v10?query=1709at7898	adenomatous polyposis coli protein 2
1867at7898	Complete	NC_056718.1	17152994	17286858	-	3470.5	2027	https://www.orthodb.org/v10?query=1867at7898	neuroblastoma-amplified sequence
1955at7898	Complete	NW_025048756.1	697588	735622	+	3088.2	1755	https://www.orthodb.org/v10?query=1955at7898	brefeldin A-inhibited guanine nucleotide-exchange protein 3
2212at7898	Complete	NC_056716.1	20471738	20503861	+	3448.5	2408	https://www.orthodb.org/v10?query=2212at7898	von Willebrand factor
2355at7898	Complete	NC_056713.1	7160568	7232934	-	3521.5	1867	https://www.orthodb.org/v10?query=2355at7898	dedicator of cytokinesis protein 10
2390at7898	Complete	NC_056706.1	21036982	21103644	+	2818.2	1697	https://www.orthodb.org/v10?query=2390at7898	calcineurin-binding protein cabin-1 isoform X1
2421at7898	Complete	NC_056707.1	16125789	16143407	+	3148.0	1843	https://www.orthodb.org/v10?query=2421at7898	Dopey family member 2
2494at7898	Complete	NC_056722.1	13000572	13046259	-	2318.5	1733	https://www.orthodb.org/v10?query=2494at7898	rotatin
2517at7898	Complete	NC_056707.1	16699830	16713728	+	2108.4	1338	https://www.orthodb.org/v10?query=2517at7898	coagulation factor V
2564at7898	Complete	NC_056713.1	4686555	4707977	+	2332.9	1753	https://www.orthodb.org/v10?query=2564at7898	nucleolar pre-ribosomal-associated protein 1
2589at7898	Complete	NC_056711.1	18840202	18895715	+	2760.5	1609	https://www.orthodb.org/v10?query=2589at7898	anaphase-promoting complex subunit 1
2616at7898	Complete	NC_056713.1	9818473	9838593	-	3330.8	1822	https://www.orthodb.org/v10?query=2616at7898	protein KIAA0100 homolog isoform X1
2652at7898	Complete	NC_056711.1	2013233	2036845	-	3230.2	1642	https://www.orthodb.org/v10?query=2652at7898	HEAT repeat-containing protein 5B
2721at7898	Complete	NC_056722.1	17895244	17903331	+	1557.9	1652	https://www.orthodb.org/v10?query=2721at7898	Upstream transcription factor family member 3
2731at7898	Complete	NC_056703.1	14881010	14897590	+	3333.6	2056	https://www.orthodb.org/v10?query=2731at7898	chondroitin sulfate proteoglycan 4-like
2748at7898	Complete	NC_056718.1	23101910	23107477	-	1748.5	1324	https://www.orthodb.org/v10?query=2748at7898	tudor domain-containing protein 15
2763at7898	Complete	NC_056716.1	22889783	22904238	-	3172.7	1745	https://www.orthodb.org/v10?query=2763at7898	nuclear pore complex protein Nup205
2857at7898	Complete	NC_056721.1	8702562	8776885	-	2907.1	1584	https://www.orthodb.org/v10?query=2857at7898	zinc finger protein castor homolog 1 isoform X1
2862at7898	Complete	NC_056714.1	15845795	15853891	+	1472.3	1695
3036at7898	Complete	NW_025048382.1	461576	499243	-	2536.0	1534	https://www.orthodb.org/v10?query=3036at7898	plexin-D1
3037at7898	Complete	NC_056705.1	39513912	39586907	+	2912.4	1632	https://www.orthodb.org/v10?query=3037at7898	low-density lipoprotein receptor-related protein 4
3098at7898	Duplicated	NC_056722.1	10570556	10588187	-	1762.2	1174
3098at7898	Duplicated	NC_056700.1	3066212	3092908	-	1663.2	1165
3133at7898	Duplicated	NC_056718.1	19652166	19676840	+	2720.6	1551	https://www.orthodb.org/v10?query=3133at7898	Intraflagellar transport 172
3133at7898	Duplicated	NC_056718.1	20072372	20101748	+	2656.6	1515	https://www.orthodb.org/v10?query=3133at7898	Intraflagellar transport 172
3278at7898	Complete	NC_056705.1	30304550	30323449	-	3101.1	1479
3359at7898	Complete	NC_056703.1	25656694	25708502	-	2701.4	1894	https://www.orthodb.org/v10?query=3359at7898	kinetochore-associated protein 1
3551at7898	Complete	NC_056707.1	15426180	15487365	-	2684.7	1509	https://www.orthodb.org/v10?query=3551at7898	sodium leak channel non-selective protein
3552at7898	Complete	NC_056710.1	13446558	13462057	+	2739.4	1622
3601at7898	Complete	NC_056721.1	8938255	8994839	-	2736.0	1445	https://www.orthodb.org/v10?query=3601at7898	kinesin-like protein KIF1B isoform X1
3636at7898	Complete	NC_056699.1	11694388	11709905	-	2886.5	1594	https://www.orthodb.org/v10?query=3636at7898	proteasome-associated protein ECM29 homolog
3668at7898	Complete	NC_056723.1	10060683	10070053	-	1598.6	1395	https://www.orthodb.org/v10?query=3668at7898	treslin isoform X1
3678at7898	Complete	NC_056718.1	12281796	12289076	+	1018.4	1586	https://www.orthodb.org/v10?query=3678at7898	CASP8-associated protein 2
3802at7898	Complete	NC_056707.1	7368453	7380107	+	1596.8	1211	https://www.orthodb.org/v10?query=3802at7898	cilia- and flagella-associated protein 65
3849at7898	Complete	NW_025047793.1	857121	877232	+	2588.0	1470	https://www.orthodb.org/v10?query=3849at7898	nucleoporin NUP188 homolog
3878at7898	Complete	NC_056703.1	19164871	19175711	+	1611.4	1152	https://www.orthodb.org/v10?query=3878at7898	cardiomyopathy-associated protein 5
3909at7898	Complete	NC_056712.1	4359418	4382991	+	2315.6	1325	https://www.orthodb.org/v10?query=3909at7898	DNA-directed RNA polymerase I subunit RPA1
4012at7898	Complete	NC_056713.1	14522159	14531506	-	2844.3	1602	https://www.orthodb.org/v10?query=4012at7898	WD repeat-containing protein 81
4029at7898	Complete	NC_056715.1	4275754	4307741	-	1734.0	1033	https://www.orthodb.org/v10?query=4029at7898	nidogen-2 isoform X1
4171at7898	Complete	NC_056710.1	17283438	17300960	+	2325.4	1349	https://www.orthodb.org/v10?query=4171at7898	ATP-binding cassette, sub-family A (ABC1), member 5
4182at7898	Complete	NC_056705.1	12553166	12591396	+	2309.0	1520	https://www.orthodb.org/v10?query=4182at7898	focadhesin
4232at7898	Complete	NC_056718.1	2596707	2631975	-	2409.6	1579	https://www.orthodb.org/v10?query=4232at7898	laminin subunit alpha-4
4361at7898	Complete	NC_056705.1	27952229	27993248	-	2418.0	1304	https://www.orthodb.org/v10?query=4361at7898	ras GTPase-activating-like protein IQGAP1
4363at7898	Complete	NC_056716.1	20383546	20408076	-	1685.2	1488	https://www.orthodb.org/v10?query=4363at7898	kielin/chordin-like protein
4391at7898	Complete	NC_056710.1	9623037	9633184	+	3995.3	1946	https://www.orthodb.org/v10?query=4391at7898	DNA-directed RNA polymerase II subunit RPB1
4483at7898	Complete	NC_056705.1	2940502	2979004	+	2499.7	1400	https://www.orthodb.org/v10?query=4483at7898	ras GTPase-activating-like protein IQGAP2
4528at7898	Complete	NC_056701.1	18426149	18436232	+	736.3	611	https://www.orthodb.org/v10?query=4528at7898	MHC class II transactivator
4610at7898	Complete	NC_056701.1	4040270	4076210	-	2807.9	1462	https://www.orthodb.org/v10?query=4610at7898	ATP-binding cassette sub-family A member 3
4629at7898	Duplicated	NC_056711.1	13860385	13874364	-	2314.8	1236	https://www.orthodb.org/v10?query=4629at7898	Mitogen-activated protein kinase kinase kinase 4
4629at7898	Duplicated	NC_056711.1	13694132	13709493	-	2231.9	1283	https://www.orthodb.org/v10?query=4629at7898	Mitogen-activated protein kinase kinase kinase 4
4817at7898	Complete	NC_056716.1	990935	1018070	+	2177.2	1320	https://www.orthodb.org/v10?query=4817at7898	signal-induced proliferation-associated 1-like protein 3
4849at7898	Complete	NC_056715.1	1553152	1567011	+	2836.2	1356	https://www.orthodb.org/v10?query=4849at7898	SNF2 histone linker PHD RING helicase
4922at7898	Complete	NC_056711.1	324477	374910	+	3094.5	1663	https://www.orthodb.org/v10?query=4922at7898	disks large homolog 5 isoform X1
4973at7898	Complete	NC_056705.1	28856058	28924917	+	1724.2	1060	https://www.orthodb.org/v10?query=4973at7898	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
5000at7898	Complete	NC_056708.1	5253173	5273737	-	2539.8	1338
5022at7898	Complete	NC_056718.1	24620880	24642214	-	2374.8	1205	https://www.orthodb.org/v10?query=5022at7898	protein dispatched homolog 1
5033at7898	Complete	NC_056715.1	12097941	12109141	+	1941.9	1212	https://www.orthodb.org/v10?query=5033at7898	protein dispatched homolog 2
5058at7898	Complete	NC_056711.1	12355836	12372568	-	2351.7	1736	https://www.orthodb.org/v10?query=5058at7898	thyroid receptor-interacting protein 11
5200at7898	Duplicated	NC_056718.1	11340010	11357370	-	1873.0	1173
5200at7898	Duplicated	NC_056718.1	11208257	11225677	+	1808.2	1189
5468at7898	Complete	NC_056722.1	17548658	17562423	-	2049.0	1401	https://www.orthodb.org/v10?query=5468at7898	deleted in lung and esophageal cancer protein 1
5477at7898	Complete	NC_056711.1	11578728	11592446	+	1597.7	1103	https://www.orthodb.org/v10?query=5477at7898	leucine-rich repeat-containing protein 9-like
5479at7898	Complete	NW_025047944.1	917443	943559	+	2326.4	1163	https://www.orthodb.org/v10?query=5479at7898	DNA-directed RNA polymerase III subunit RPC1
5517at7898	Complete	NC_056716.1	4177828	4197479	-	2084.5	1237	https://www.orthodb.org/v10?query=5517at7898	Cystic fibrosis transmembrane conductance regulator
5528at7898	Complete	NC_056720.1	15713046	15734570	-	1455.2	1091	https://www.orthodb.org/v10?query=5528at7898	protein crumbs homolog 1
5566at7898	Complete	NC_056709.1	3488687	3525556	+	2742.2	1469	https://www.orthodb.org/v10?query=5566at7898	Kinesin family member 21B
5588at7898	Complete	NC_056719.1	8545756	8555580	+	3128.5	1565	https://www.orthodb.org/v10?query=5588at7898	Transcription elongation factor spt6
5604at7898	Complete	NC_056718.1	867917	904931	-	2367.1	1197	https://www.orthodb.org/v10?query=5604at7898	mediator of RNA polymerase II transcription subunit 23
5622at7898	Complete	NC_056699.1	15039360	15049602	+	1174.0	1365
5661at7898	Complete	NC_056708.1	4132949	4148896	-	2600.0	1411	https://www.orthodb.org/v10?query=5661at7898	chromodomain-helicase-DNA-binding protein 1
5736at7898	Complete	NC_056723.1	3018638	3037485	+	2671.7	1474
5752at7898	Complete	NC_056715.1	18282179	18310845	-	1897.4	1058	https://www.orthodb.org/v10?query=5752at7898	intron-binding protein aquarius
5794at7898	Complete	NC_056711.1	8291696	8300400	+	1546.1	887	https://www.orthodb.org/v10?query=5794at7898	DNA replication ATP-dependent helicase/nuclease DNA2
5900at7898	Complete	NW_025048164.1	1229855	1263671	+	1705.8	1075	https://www.orthodb.org/v10?query=5900at7898	Fanconi anemia group M protein
6083at7898	Complete	NC_056700.1	10080708	10095408	-	1926.2	1122
6094at7898	Complete	NC_056718.1	9584190	9624870	+	2000.5	1194	https://www.orthodb.org/v10?query=6094at7898	Trafficking protein particle complex 8
6107at7898	Complete	NC_056715.1	15282357	15309536	+	2013.3	1098	https://www.orthodb.org/v10?query=6107at7898	pleckstrin homology domain-containing family H member 1
6114at7898	Complete	NW_025048028.1	561003	597813	+	2584.1	1706	https://www.orthodb.org/v10?query=6114at7898	unconventional myosin-XVIIIb
6141at7898	Complete	NC_056722.1	2333746	2349422	+	2076.3	1522	https://www.orthodb.org/v10?query=6141at7898	RB1-inducible coiled-coil protein 1
6211at7898	Complete	NC_056709.1	15555263	15573609	-	1631.6	1208	https://www.orthodb.org/v10?query=6211at7898	secretory phospholipase A2 receptor
6222at7898	Complete	NC_056714.1	13103070	13114600	-	1886.0	1437	https://www.orthodb.org/v10?query=6222at7898	RUN and SH3 domain-containing protein 1
6239at7898	Duplicated	NC_056713.1	13775315	13795254	+	2234.9	1093	https://www.orthodb.org/v10?query=6239at7898	Clustered mitochondria protein homolog
6239at7898	Duplicated	NC_056713.1	13909250	13925572	-	2129.8	1094	https://www.orthodb.org/v10?query=6239at7898	Clustered mitochondria protein homolog
6262at7898	Complete	NC_056721.1	12079806	12097592	+	1972.2	1211	https://www.orthodb.org/v10?query=6262at7898	collagen alpha-1(XX) chain isoform X1
6305at7898	Complete	NC_056699.1	18845269	18857330	+	1968.0	1046	https://www.orthodb.org/v10?query=6305at7898	WD repeat-containing protein 17 isoform X1
6349at7898	Complete	NC_056719.1	13245951	13258520	+	1850.8	1139	https://www.orthodb.org/v10?query=6349at7898	Gem (nuclear organelle) associated protein 5
6383at7898	Complete	NC_056716.1	13377478	13390749	+	1590.8	1278	https://www.orthodb.org/v10?query=6383at7898	glutamine and serine-rich protein 1
6557at7898	Complete	NC_056708.1	7957362	7973662	+	2123.9	1432	https://www.orthodb.org/v10?query=6557at7898	Listerin E3 ubiquitin protein ligase 1
6598at7898	Complete	NC_056711.1	8879647	8891015	-	1694.2	1228	https://www.orthodb.org/v10?query=6598at7898	unhealthy ribosome biogenesis protein 2 homolog
6715at7898	Complete	NW_025048054.1	310372	333481	+	2386.3	1247	https://www.orthodb.org/v10?query=6715at7898	Nucleoporin 155
6807at7898	Complete	NC_056699.1	22387458	22407343	-	2214.4	1130
6854at7898	Complete	NC_056700.1	16398809	16440888	+	2097.1	1136	https://www.orthodb.org/v10?query=6854at7898	tenascin-R
6873at7898	Complete	NC_056722.1	19085588	19129566	+	2119.7	1177	https://www.orthodb.org/v10?query=6873at7898	DNA polymerase
6908at7898	Duplicated	NC_056707.1	12778345	12787016	+	2690.3	1202	https://www.orthodb.org/v10?query=6908at7898	Splicing factor 3b, subunit 1
6908at7898	Duplicated	NC_056707.1	15683119	15691838	-	2690.3	1202	https://www.orthodb.org/v10?query=6908at7898	Splicing factor 3b, subunit 1
6910at7898	Complete	NC_056717.1	19421822	19451621	+	1588.6	898
6926at7898	Complete	NC_056710.1	9605207	9609919	-	1311.0	1114	https://www.orthodb.org/v10?query=6926at7898	zinc finger and BTB domain-containing protein 4
6936at7898	Complete	NC_056715.1	9242499	9253193	-	1999.7	1161	https://www.orthodb.org/v10?query=6936at7898	rab3 GTPase-activating protein non-catalytic subunit
6976at7898	Complete	NC_056722.1	4143368	4159996	+	1750.2	1230	https://www.orthodb.org/v10?query=6976at7898	protein KIAA0556 homolog isoform X1
6978at7898	Complete	NC_056702.1	24095370	24112573	+	2448.7	1369
7042at7898	Complete	NC_056714.1	6284377	6390812	-	1765.7	998	https://www.orthodb.org/v10?query=7042at7898	ADAM metallopeptidase with thrombospondin type 1 motif, 16
7133at7898	Complete	NC_056716.1	2418207	2438025	+	2453.0	1411	https://www.orthodb.org/v10?query=7133at7898	Chromodomain helicase DNA binding protein 2
7219at7898	Complete	NC_056723.1	3157208	3166683	-	2117.0	1308	https://www.orthodb.org/v10?query=7219at7898	pseudopodium-enriched atypical kinase 1
7222at7898	Complete	NC_056705.1	36598447	36623128	+	2297.5	1210	https://www.orthodb.org/v10?query=7222at7898	ubiquitin carboxyl-terminal hydrolase 47 isoform X1
7263at7898	Complete	NC_056718.1	17483142	17494121	+	1702.0	1317
7318at7898	Complete	NC_056704.1	20901305	20914879	-	2033.2	1272	https://www.orthodb.org/v10?query=7318at7898	Fanconi anemia group D2 protein
7346at7898	Complete	NC_056699.1	24251732	24267782	+	1696.8	1425	https://www.orthodb.org/v10?query=7346at7898	protein RRP5 homolog
7429at7898	Complete	NW_025048726.1	524835	537554	+	909.7	930	https://www.orthodb.org/v10?query=7429at7898	Fanconi anemia group A protein
7492at7898	Complete	NW_025048054.1	341697	385956	+	2222.7	1809
7534at7898	Complete	NW_025047688.1	236405	253896	-	2025.0	1233	https://www.orthodb.org/v10?query=7534at7898	DNA topoisomerase 2-binding protein 1
7550at7898	Complete	NC_056716.1	25835060	25852081	-	2345.3	1092	https://www.orthodb.org/v10?query=7550at7898	splicing factor 3B subunit 3
7580at7898	Complete	NC_056711.1	19495229	19505094	+	2051.5	1144	https://www.orthodb.org/v10?query=7580at7898	DNA mismatch repair protein Msh6
7677at7898	Duplicated	NW_025048382.1	44928	64173	+	1915.8	984	https://www.orthodb.org/v10?query=7677at7898	intraflagellar transport protein 122 homolog
7677at7898	Duplicated	NW_025048382.1	116113	135344	-	1803.2	991	https://www.orthodb.org/v10?query=7677at7898	intraflagellar transport protein 122 homolog
7712at7898	Complete	NC_056715.1	12250085	12265033	-	1792.1	1138
7715at7898	Complete	NC_056719.1	16874694	16884098	-	1221.4	1040	https://www.orthodb.org/v10?query=7715at7898	Shroom family member 1
7742at7898	Complete	NW_025048756.1	941485	1008120	+	1868.8	1014	https://www.orthodb.org/v10?query=7742at7898	WD repeat-containing protein 11
7793at7898	Complete	NC_056699.1	2311705	2329924	-	2104.4	1084
7801at7898	Complete	NC_056714.1	17559259	17572673	+	1902.2	1403	https://www.orthodb.org/v10?query=7801at7898	GON-4-like protein
7847at7898	Complete	NW_025047944.1	1772133	1789049	-	1997.5	1099	https://www.orthodb.org/v10?query=7847at7898	methionine synthase
7869at7898	Complete	NC_056716.1	1908067	1917405	-	1825.6	1106	https://www.orthodb.org/v10?query=7869at7898	Bloom syndrome protein isoform X1
7900at7898	Complete	NC_056701.1	18103468	18120354	-	2047.1	937	https://www.orthodb.org/v10?query=7900at7898	ubiquitin carboxyl-terminal hydrolase 7 isoform X1
7928at7898	Complete	NC_056703.1	18535789	18642749	-	1242.8	978	https://www.orthodb.org/v10?query=7928at7898	uncharacterized protein KIAA0825 homolog
7953at7898	Complete	NC_056711.1	14621923	14630382	+	1399.3	1052	https://www.orthodb.org/v10?query=7953at7898	PHD finger protein 3 isoform X1
8043at7898	Complete	NC_056712.1	22524419	22538688	-	1262.9	860	https://www.orthodb.org/v10?query=8043at7898	pro-epidermal growth factor
8044at7898	Complete	NC_056721.1	4305277	4325056	-	2844.2	2192	https://www.orthodb.org/v10?query=8044at7898	bromodomain adjacent to zinc finger domain protein 2A
8172at7898	Complete	NW_025048446.1	511370	525055	+	1734.1	1354
8186at7898	Complete	NC_056715.1	18314448	18337965	-	1524.2	962	https://www.orthodb.org/v10?query=8186at7898	papilin isoform X1
8190at7898	Complete	NC_056709.1	70548	116311	+	2009.4	1125
8271at7898	Complete	NC_056711.1	9103607	9116161	+	1569.6	1332	https://www.orthodb.org/v10?query=8271at7898	cilia- and flagella-associated protein 43
8276at7898	Complete	NC_056709.1	20337272	20372138	+	2175.7	1172	https://www.orthodb.org/v10?query=8276at7898	neurofascin isoform X1
8300at7898	Complete	NC_056706.1	14273857	14285136	-	1467.5	882	https://www.orthodb.org/v10?query=8300at7898	Excision repair cross-complementation group 6-like 2
8356at7898	Complete	NC_056719.1	15259512	15278884	+	2118.0	1048	https://www.orthodb.org/v10?query=8356at7898	leucine--tRNA ligase, cytoplasmic
8392at7898	Complete	NC_056711.1	4596211	4606525	+	1884.7	1117	https://www.orthodb.org/v10?query=8392at7898	putative ATP-dependent RNA helicase DHX57
8403at7898	Complete	NC_056702.1	9273602	9290734	-	1959.4	1129	https://www.orthodb.org/v10?query=8403at7898	UHRF1-binding protein 1-like
8407at7898	Complete	NC_056708.1	1778365	1844845	-	1953.4	960	https://www.orthodb.org/v10?query=8407at7898	A disintegrin and metalloproteinase with thrombospondin motifs 6
8413at7898	Complete	NC_056711.1	6453979	6499534	-	1295.8	1051	https://www.orthodb.org/v10?query=8413at7898	Leucine-rich pentatricopeptide repeat containing
8448at7898	Complete	NC_056714.1	23389529	23403142	-	1693.1	1072	https://www.orthodb.org/v10?query=8448at7898	protein MMS22-like
8465at7898	Complete	NC_056717.1	13169114	13208107	+	2337.5	1298	https://www.orthodb.org/v10?query=8465at7898	CLIP-associating protein 2 isoform X1
8496at7898	Complete	NC_056716.1	24382590	24401883	-	2027.4	943	https://www.orthodb.org/v10?query=8496at7898	DNA-directed RNA polymerase III subunit RPC2
8587at7898	Complete	NC_056711.1	11541243	11556649	+	1686.7	1040	https://www.orthodb.org/v10?query=8587at7898	putative ATP-dependent RNA helicase TDRD9
8605at7898	Complete	NC_056711.1	15257814	15274265	+	1910.8	1072	https://www.orthodb.org/v10?query=8605at7898	protein FAM135A isoform X1
8815at7898	Complete	NW_025047688.1	264420	274059	-	1451.7	915	https://www.orthodb.org/v10?query=8815at7898	nephrocystin-3
8836at7898	Complete	NC_056710.1	7264095	7290953	+	1806.3	1085	https://www.orthodb.org/v10?query=8836at7898	supervillin-like
8889at7898	Complete	NC_056711.1	16292818	16301734	+	1789.1	949	https://www.orthodb.org/v10?query=8889at7898	DNA-directed RNA polymerase I subunit RPA2
8910at7898	Complete	NC_056706.1	19773808	19828409	-	1926.8	1120
8916at7898	Complete	NC_056712.1	21001918	21017905	-	1643.9	960	https://www.orthodb.org/v10?query=8916at7898	Inositol polyphosphate phosphatase-like 1b
8936at7898	Complete	NC_056714.1	26753625	26807592	+	1539.6	1125	https://www.orthodb.org/v10?query=8936at7898	myomesin-3-like
8999at7898	Complete	NC_056710.1	5841667	5862516	+	2200.4	1406	https://www.orthodb.org/v10?query=8999at7898	mediator of RNA polymerase II transcription subunit 1
9010at7898	Complete	NC_056701.1	15559238	15569848	-	2096.3	994	https://www.orthodb.org/v10?query=9010at7898	protein flightless-1 homolog
9020at7898	Complete	NW_025048150.1	930293	944180	+	1551.1	1000
9061at7898	Complete	NW_025048164.1	110219	145397	+	1414.6	829	https://www.orthodb.org/v10?query=9061at7898	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2
9138at7898	Complete	NC_056718.1	13416839	13423670	+	1071.7	795	https://www.orthodb.org/v10?query=9138at7898	acyl-CoA synthetase family member 4 isoform X1
9151at7898	Complete	NC_056711.1	9498957	9519771	-	1534.7	869	https://www.orthodb.org/v10?query=9151at7898	proto-oncogene tyrosine-protein kinase receptor Ret
9159at7898	Complete	NC_056701.1	9067662	9083032	+	1852.5	971	https://www.orthodb.org/v10?query=9159at7898	manganese-transporting ATPase 13A1
9174at7898	Complete	NC_056706.1	18424757	18435981	-	1965.7	1078	https://www.orthodb.org/v10?query=9174at7898	Niemann-Pick C1-like protein 1
9176at7898	Complete	NC_056713.1	19799314	19856734	-	1447.6	1033	https://www.orthodb.org/v10?query=9176at7898	nephrin
9220at7898	Complete	NC_056703.1	12514106	12528427	+	2129.6	1562	https://www.orthodb.org/v10?query=9220at7898	thyroid adenoma-associated protein homolog
9258at7898	Complete	NC_056705.1	38211012	38259060	-	2292.2	1188	https://www.orthodb.org/v10?query=9258at7898	PH domain leucine-rich repeat-containing protein phosphatase 2
9337at7898	Complete	NC_056718.1	13311575	13321832	+	1964.1	1104
9402at7898	Complete	NC_056712.1	11260923	11272612	+	1784.5	1017	https://www.orthodb.org/v10?query=9402at7898	trafficking protein particle complex subunit 11
9404at7898	Complete	NC_056721.1	10068367	10081290	+	1888.9	995	https://www.orthodb.org/v10?query=9404at7898	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
9519at7898	Complete	NW_025048156.1	657418	675743	+	1634.2	875	https://www.orthodb.org/v10?query=9519at7898	Protein tyrosine phosphatase, non-receptor type 21
9616at7898	Complete	NC_056707.1	14292286	14304015	-	1241.3	795	https://www.orthodb.org/v10?query=9616at7898	DNA repair protein REV1
