# BUSCO version is: 5.2.2 
# The lineage dataset is: actinopterygii_odb10 (Creation date: 2021-02-19, number of genomes: 26, number of BUSCOs: 3640)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1262at7898	Complete	CM017917.1	13778953	13790890	-	5454.0	2319	https://www.orthodb.org/v10?query=1262at7898	pre-mRNA-processing-splicing factor 8
1312at7898	Complete	CM017898.1	4041331	4084363	-	3082.8	1904	https://www.orthodb.org/v10?query=1312at7898	Protein tyrosine phosphatase, non-receptor type 13
1329at7898	Complete	CM017901.1	28059860	28079727	+	3517.9	2150	https://www.orthodb.org/v10?query=1329at7898	ectopic P granules protein 5 homolog
1401at7898	Complete	CM017904.1	21274609	21294253	-	3930.1	2258	https://www.orthodb.org/v10?query=1401at7898	eIF-2-alpha kinase activator GCN1
1502at7898	Complete	CM017907.1	9654759	9674924	+	4126.7	2122	https://www.orthodb.org/v10?query=1502at7898	E3 ubiquitin-protein ligase HECTD1 isoform X1
1539at7898	Complete	CM017901.1	2570276	2586115	-	3824.6	1904	https://www.orthodb.org/v10?query=1539at7898	alpha-tectorin
1607at7898	Complete	CM017894.1	16112665	16130715	+	2960.9	1924	https://www.orthodb.org/v10?query=1607at7898	chondroitin sulfate proteoglycan 4
1664at7898	Complete	CM017908.1	2011796	2024603	-	3184.1	2091	https://www.orthodb.org/v10?query=1664at7898	zinc finger protein 40 isoform X1
1667at7898	Complete	CM017895.1	14926761	15003682	-	3261.7	1802	https://www.orthodb.org/v10?query=1667at7898	dysferlin isoform X1
1697at7898	Complete	CM017901.1	18093850	18114026	+	4022.5	1933	https://www.orthodb.org/v10?query=1697at7898	DNA polymerase epsilon catalytic subunit A
1709at7898	Complete	CM017911.1	13885719	13900655	-	2887.4	1651	https://www.orthodb.org/v10?query=1709at7898	adenomatous polyposis coli protein 2
1867at7898	Complete	CM017910.1	7489960	7626040	+	3447.9	2034	https://www.orthodb.org/v10?query=1867at7898	neuroblastoma-amplified sequence
1955at7898	Complete	CM017900.1	5551762	5702928	+	3120.1	1783	https://www.orthodb.org/v10?query=1955at7898	brefeldin A-inhibited guanine nucleotide-exchange protein 3
2212at7898	Complete	CM017903.1	21393788	21418416	-	3271.3	2413	https://www.orthodb.org/v10?query=2212at7898	von Willebrand factor
2355at7898	Complete	CM017917.1	3967636	4016299	+	3294.8	1863	https://www.orthodb.org/v10?query=2355at7898	dedicator of cytokinesis protein 10
2390at7898	Complete	CM017904.1	3507729	3585242	+	2782.3	1747	https://www.orthodb.org/v10?query=2390at7898	calcineurin-binding protein cabin-1 isoform X1
2421at7898	Complete	CM017902.1	8768084	8788159	-	3148.1	1850	https://www.orthodb.org/v10?query=2421at7898	Dopey family member 2
2494at7898	Complete	CM017914.1	7870862	7905610	+	2294.6	1764	https://www.orthodb.org/v10?query=2494at7898	rotatin
2517at7898	Complete	CM017902.1	8323612	8334212	-	2039.9	1309	https://www.orthodb.org/v10?query=2517at7898	coagulation factor V
2564at7898	Complete	CM017917.1	4242586	4274702	-	2367.5	1753	https://www.orthodb.org/v10?query=2564at7898	nucleolar pre-ribosomal-associated protein 1
2589at7898	Complete	CM017900.1	23166727	23202836	+	2785.0	1568	https://www.orthodb.org/v10?query=2589at7898	anaphase-promoting complex subunit 1
2616at7898	Complete	CM017917.1	8661124	8683116	-	3390.0	1825	https://www.orthodb.org/v10?query=2616at7898	protein KIAA0100 homolog isoform X1
2652at7898	Complete	CM017900.1	1718187	1753792	-	3179.1	1624	https://www.orthodb.org/v10?query=2652at7898	HEAT repeat-containing protein 5B
2721at7898	Complete	CM017914.1	5923626	5931428	-	1467.4	1417	https://www.orthodb.org/v10?query=2721at7898	Upstream transcription factor family member 3
2731at7898	Complete	CM017901.1	28758937	28777052	-	3291.5	2062	https://www.orthodb.org/v10?query=2731at7898	chondroitin sulfate proteoglycan 4-like
2748at7898	Complete	CM017910.1	3816192	3821546	-	1666.1	1259	https://www.orthodb.org/v10?query=2748at7898	tudor domain-containing protein 15
2763at7898	Complete	CM017903.1	19419966	19433927	+	3323.1	1746	https://www.orthodb.org/v10?query=2763at7898	nuclear pore complex protein Nup205
2857at7898	Complete	CM017912.1	18262481	18332692	-	2846.6	1631	https://www.orthodb.org/v10?query=2857at7898	zinc finger protein castor homolog 1 isoform X1
2862at7898	Complete	CM017916.1	17813388	17821292	+	1434.7	1658
3036at7898	Complete	CM017904.1	2515258	2571245	-	2642.1	1560	https://www.orthodb.org/v10?query=3036at7898	plexin-D1
3037at7898	Complete	CM017895.1	34798875	34833747	+	2550.8	1542	https://www.orthodb.org/v10?query=3037at7898	low-density lipoprotein receptor-related protein 4
3098at7898	Duplicated	CM017899.1	14845930	14872868	+	1666.6	1204
3098at7898	Duplicated	CM017914.1	12458392	12476949	+	1659.1	1169
3133at7898	Complete	CM017910.1	4812512	4836638	+	2570.3	1551	https://www.orthodb.org/v10?query=3133at7898	Intraflagellar transport 172
3278at7898	Complete	CM017895.1	30255496	30296352	-	3168.8	1556
3359at7898	Complete	CM017901.1	3638807	3660983	+	2669.3	1892	https://www.orthodb.org/v10?query=3359at7898	kinetochore-associated protein 1
3551at7898	Complete	CM017902.1	9517415	9588149	+	3007.3	1458	https://www.orthodb.org/v10?query=3551at7898	sodium leak channel non-selective protein
3552at7898	Complete	CM017893.1	7902714	7917708	-	2552.7	1594
3601at7898	Complete	CM017912.1	18494448	18551271	-	2695.6	1469	https://www.orthodb.org/v10?query=3601at7898	kinesin-like protein KIF1B isoform X1
3636at7898	Complete	CM017896.1	23144427	23160889	-	2715.8	1566	https://www.orthodb.org/v10?query=3636at7898	proteasome-associated protein ECM29 homolog
3668at7898	Complete	CM017894.1	10566020	10574847	+	1473.0	1391	https://www.orthodb.org/v10?query=3668at7898	treslin isoform X1
3678at7898	Complete	CM017910.1	11631507	11638673	-	917.1	1450	https://www.orthodb.org/v10?query=3678at7898	CASP8-associated protein 2
3802at7898	Complete	CM017902.1	19166029	19181776	-	1515.7	1128	https://www.orthodb.org/v10?query=3802at7898	cilia- and flagella-associated protein 65
3849at7898	Complete	CM017898.1	1875976	1886994	+	2536.7	1455	https://www.orthodb.org/v10?query=3849at7898	nucleoporin NUP188 homolog
3878at7898	Missing
3909at7898	Complete	CM017909.1	2307901	2323085	-	2251.7	1320	https://www.orthodb.org/v10?query=3909at7898	DNA-directed RNA polymerase I subunit RPA1
4012at7898	Complete	CM017917.1	13004995	13015319	-	3048.3	1672	https://www.orthodb.org/v10?query=4012at7898	WD repeat-containing protein 81
4029at7898	Complete	CM017907.1	3189236	3217458	-	1769.7	1133	https://www.orthodb.org/v10?query=4029at7898	nidogen-2 isoform X1
4171at7898	Complete	CM017893.1	4382230	4397088	-	2233.9	1306	https://www.orthodb.org/v10?query=4171at7898	ATP-binding cassette, sub-family A (ABC1), member 5
4182at7898	Complete	CM017895.1	10902469	10979594	+	1981.8	1485	https://www.orthodb.org/v10?query=4182at7898	focadhesin
4232at7898	Complete	CM017910.1	18993719	19032216	-	2241.4	1493	https://www.orthodb.org/v10?query=4232at7898	laminin subunit alpha-4
4361at7898	Complete	CM017895.1	28294366	28326880	-	2550.4	1414	https://www.orthodb.org/v10?query=4361at7898	ras GTPase-activating-like protein IQGAP1
4363at7898	Complete	CM017903.1	21474316	21499395	+	2033.2	1822	https://www.orthodb.org/v10?query=4363at7898	kielin/chordin-like protein
4391at7898	Complete	CM017893.1	11472652	11484540	-	4004.4	1942	https://www.orthodb.org/v10?query=4391at7898	DNA-directed RNA polymerase II subunit RPB1
4483at7898	Complete	CM017901.1	30438280	30480084	+	2530.1	1399	https://www.orthodb.org/v10?query=4483at7898	ras GTPase-activating-like protein IQGAP2
4528at7898	Complete	CM017913.1	15588527	15594240	+	780.9	681	https://www.orthodb.org/v10?query=4528at7898	MHC class II transactivator
4610at7898	Complete	CM017913.1	22198398	22222689	+	2650.0	1409	https://www.orthodb.org/v10?query=4610at7898	ATP-binding cassette sub-family A member 3
4629at7898	Complete	CM017900.1	18472678	18491661	-	2531.4	1303	https://www.orthodb.org/v10?query=4629at7898	Mitogen-activated protein kinase kinase kinase 4
4817at7898	Complete	CM017903.1	12995705	13017999	+	2186.4	1361	https://www.orthodb.org/v10?query=4817at7898	signal-induced proliferation-associated 1-like protein 3
4849at7898	Complete	CM017907.1	757212	769097	+	2750.3	1355	https://www.orthodb.org/v10?query=4849at7898	SNF2 histone linker PHD RING helicase
4922at7898	Complete	CM017900.1	9337775	9398083	-	3157.8	1665	https://www.orthodb.org/v10?query=4922at7898	disks large homolog 5 isoform X1
4973at7898	Complete	CM017895.1	29018509	29086567	+	1614.1	1075	https://www.orthodb.org/v10?query=4973at7898	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
5000at7898	Complete	CM017915.1	6777216	6796398	-	2505.6	1311
5022at7898	Fragmented	CM017910.1	1022829	1034231	+	1672.0	813	https://www.orthodb.org/v10?query=5022at7898	protein dispatched homolog 1
5033at7898	Complete	CM017907.1	10968118	10979617	+	1853.6	1158	https://www.orthodb.org/v10?query=5033at7898	protein dispatched homolog 2
5058at7898	Complete	CM017900.1	17259485	17273512	-	2380.5	1758	https://www.orthodb.org/v10?query=5058at7898	thyroid receptor-interacting protein 11
5200at7898	Complete	CM017910.1	12383150	12397952	+	1828.1	1212
5468at7898	Complete	CM017914.1	6235502	6249134	+	1812.6	1395	https://www.orthodb.org/v10?query=5468at7898	deleted in lung and esophageal cancer protein 1
5477at7898	Complete	CM017900.1	16529045	16540440	+	1511.8	1114	https://www.orthodb.org/v10?query=5477at7898	leucine-rich repeat-containing protein 9-like
5479at7898	Complete	CM017893.1	753925	777781	-	2325.5	1172	https://www.orthodb.org/v10?query=5479at7898	DNA-directed RNA polymerase III subunit RPC1
5517at7898	Complete	CM017903.1	15983179	16000362	-	2137.0	1221	https://www.orthodb.org/v10?query=5517at7898	Cystic fibrosis transmembrane conductance regulator
5528at7898	Complete	CM017906.1	13823252	13840990	+	1483.9	1134	https://www.orthodb.org/v10?query=5528at7898	protein crumbs homolog 1
5566at7898	Complete	CM017911.1	13493403	13533838	-	2654.2	1486	https://www.orthodb.org/v10?query=5566at7898	Kinesin family member 21B
5588at7898	Complete	CM017898.1	11012408	11023613	+	3027.6	1536	https://www.orthodb.org/v10?query=5588at7898	Transcription elongation factor spt6
5604at7898	Complete	CM017910.1	22519779	22551955	-	2293.7	1127	https://www.orthodb.org/v10?query=5604at7898	mediator of RNA polymerase II transcription subunit 23
5622at7898	Complete	CM017896.1	19689383	19708493	-	1075.9	1204
5661at7898	Complete	CM017915.1	1157807	1176760	+	2519.6	1395	https://www.orthodb.org/v10?query=5661at7898	chromodomain-helicase-DNA-binding protein 1
5736at7898	Complete	CM017894.1	16783155	16794516	+	2486.0	1497
5752at7898	Complete	CM017907.1	18428638	18454936	+	2419.2	1212	https://www.orthodb.org/v10?query=5752at7898	intron-binding protein aquarius
5794at7898	Complete	CM017900.1	12683416	12690863	+	1591.8	922	https://www.orthodb.org/v10?query=5794at7898	DNA replication ATP-dependent helicase/nuclease DNA2
5900at7898	Complete	CM017907.1	21287085	21302178	+	1713.2	1116	https://www.orthodb.org/v10?query=5900at7898	Fanconi anemia group M protein
6083at7898	Complete	CM017899.1	20316634	20325263	-	1698.4	1079
6094at7898	Complete	CM017910.1	14916777	14971980	-	1910.6	1165	https://www.orthodb.org/v10?query=6094at7898	Trafficking protein particle complex 8
6107at7898	Complete	CM017907.1	13951063	13977156	+	1969.5	1086	https://www.orthodb.org/v10?query=6107at7898	pleckstrin homology domain-containing family H member 1
6114at7898	Complete	CM017915.1	18991585	19017387	-	2301.8	1650	https://www.orthodb.org/v10?query=6114at7898	unconventional myosin-XVIIIb
6141at7898	Complete	CM017914.1	435552	450295	+	1813.8	1407	https://www.orthodb.org/v10?query=6141at7898	RB1-inducible coiled-coil protein 1
6211at7898	Complete	CM017911.1	12238068	12253318	+	1638.8	1214	https://www.orthodb.org/v10?query=6211at7898	secretory phospholipase A2 receptor
6222at7898	Complete	CM017916.1	15236585	15248392	-	1620.6	1431	https://www.orthodb.org/v10?query=6222at7898	RUN and SH3 domain-containing protein 1
6239at7898	Complete	CM017917.1	12495464	12509822	-	2160.7	1087	https://www.orthodb.org/v10?query=6239at7898	Clustered mitochondria protein homolog
6262at7898	Complete	CM017912.1	14634104	14660847	+	2002.0	1150	https://www.orthodb.org/v10?query=6262at7898	collagen alpha-1(XX) chain isoform X1
6305at7898	Complete	CM017896.1	14166905	14177492	-	2077.5	1054	https://www.orthodb.org/v10?query=6305at7898	WD repeat-containing protein 17 isoform X1
6349at7898	Complete	CM017898.1	15236074	15252043	-	1818.1	1125	https://www.orthodb.org/v10?query=6349at7898	Gem (nuclear organelle) associated protein 5
6383at7898	Complete	CM017903.1	8153272	8175712	+	1528.6	1304	https://www.orthodb.org/v10?query=6383at7898	glutamine and serine-rich protein 1
6557at7898	Complete	CM017915.1	9478032	9495257	+	2239.5	1447	https://www.orthodb.org/v10?query=6557at7898	Listerin E3 ubiquitin protein ligase 1
6598at7898	Complete	CM017900.1	13271318	13281728	-	1540.5	1258	https://www.orthodb.org/v10?query=6598at7898	unhealthy ribosome biogenesis protein 2 homolog
6715at7898	Complete	CM017915.1	17601764	17612549	+	2261.8	1244	https://www.orthodb.org/v10?query=6715at7898	Nucleoporin 155
6807at7898	Complete	CM017896.1	7100581	7118371	-	2211.1	1126
6854at7898	Complete	CM017899.1	26232929	26287672	+	2091.2	1191	https://www.orthodb.org/v10?query=6854at7898	tenascin-R
6873at7898	Complete	CM017914.1	2260443	2303057	+	2281.8	1236	https://www.orthodb.org/v10?query=6873at7898	DNA polymerase
6908at7898	Complete	CM017902.1	9293323	9301486	+	2652.0	1202	https://www.orthodb.org/v10?query=6908at7898	Splicing factor 3b, subunit 1
6910at7898	Complete	CM017908.1	2896131	2922378	+	1703.1	906
6926at7898	Complete	CM017893.1	11501594	11506300	+	1261.6	1114	https://www.orthodb.org/v10?query=6926at7898	zinc finger and BTB domain-containing protein 4
6936at7898	Complete	CM017907.1	8062169	8072379	-	1781.2	1150	https://www.orthodb.org/v10?query=6936at7898	rab3 GTPase-activating protein non-catalytic subunit
6976at7898	Complete	CM017914.1	18008948	18024036	+	1724.9	1136	https://www.orthodb.org/v10?query=6976at7898	protein KIAA0556 homolog isoform X1
6978at7898	Complete	CM017897.1	30026272	30039187	+	2667.1	1466
7042at7898	Complete	CM017916.1	9235633	9296435	-	1798.6	1002	https://www.orthodb.org/v10?query=7042at7898	ADAM metallopeptidase with thrombospondin type 1 motif, 16
7133at7898	Complete	CM017903.1	14367568	14387106	+	2497.5	1427	https://www.orthodb.org/v10?query=7133at7898	Chromodomain helicase DNA binding protein 2
7219at7898	Complete	CM017894.1	15859578	15868717	-	2096.4	1292	https://www.orthodb.org/v10?query=7219at7898	pseudopodium-enriched atypical kinase 1
7222at7898	Complete	CM017895.1	32095360	32117588	+	2276.1	1139	https://www.orthodb.org/v10?query=7222at7898	ubiquitin carboxyl-terminal hydrolase 47 isoform X1
7263at7898	Complete	CM017910.1	7291001	7302326	-	1942.8	1416
7318at7898	Complete	CM017895.1	5072226	5089836	+	1958.2	1182	https://www.orthodb.org/v10?query=7318at7898	Fanconi anemia group D2 protein
7346at7898	Complete	CM017896.1	8641364	8653309	+	1835.7	1366	https://www.orthodb.org/v10?query=7346at7898	protein RRP5 homolog
7429at7898	Complete	CM017894.1	4051064	4096512	-	1007.4	802	https://www.orthodb.org/v10?query=7429at7898	Fanconi anemia group A protein
7492at7898	Complete	CM017915.1	17619486	17639646	+	1997.3	1752
7534at7898	Complete	CM017914.1	8953824	8963224	+	1987.4	1179	https://www.orthodb.org/v10?query=7534at7898	DNA topoisomerase 2-binding protein 1
7550at7898	Complete	CM017903.1	16767504	16782276	+	2315.2	1057	https://www.orthodb.org/v10?query=7550at7898	splicing factor 3B subunit 3
7580at7898	Complete	CM017900.1	22378816	22386520	-	2067.0	1212	https://www.orthodb.org/v10?query=7580at7898	DNA mismatch repair protein Msh6
7677at7898	Complete	CM017904.1	2470987	2509691	+	2017.8	1031	https://www.orthodb.org/v10?query=7677at7898	intraflagellar transport protein 122 homolog
7712at7898	Complete	CM017907.1	11136372	11151524	-	1811.2	1154
7715at7898	Complete	CM017898.1	18344166	18351195	-	1144.8	968	https://www.orthodb.org/v10?query=7715at7898	Shroom family member 1
7742at7898	Complete	CM017900.1	2174199	2256953	+	2006.9	1025	https://www.orthodb.org/v10?query=7742at7898	WD repeat-containing protein 11
7793at7898	Complete	CM017896.1	29857724	29869411	-	2019.1	1061
7801at7898	Complete	CM017916.1	19400150	19414314	+	1819.6	1375	https://www.orthodb.org/v10?query=7801at7898	GON-4-like protein
7847at7898	Complete	CM017893.1	436411	446658	-	1808.2	1082	https://www.orthodb.org/v10?query=7847at7898	methionine synthase
7869at7898	Complete	CM017903.1	13923442	13933562	-	1697.8	1073	https://www.orthodb.org/v10?query=7869at7898	Bloom syndrome protein isoform X1
7900at7898	Complete	CM017913.1	15232542	15249108	-	2009.0	944	https://www.orthodb.org/v10?query=7900at7898	ubiquitin carboxyl-terminal hydrolase 7 isoform X1
7928at7898	Missing
7953at7898	Complete	CM017900.1	19281029	19288772	+	1358.6	1115	https://www.orthodb.org/v10?query=7953at7898	PHD finger protein 3 isoform X1
8043at7898	Complete	CM017909.1	13046358	13057648	-	1133.2	825	https://www.orthodb.org/v10?query=8043at7898	pro-epidermal growth factor
8044at7898	Complete	CM017912.1	11642601	11665635	-	2595.3	2081	https://www.orthodb.org/v10?query=8044at7898	bromodomain adjacent to zinc finger domain protein 2A
8172at7898	Complete	CM017899.1	5612011	5622650	+	1684.7	1372
8186at7898	Complete	CM017907.1	18985387	19022804	+	1458.7	971	https://www.orthodb.org/v10?query=8186at7898	papilin isoform X1
8190at7898	Complete	CM017911.1	17143870	17196292	+	2080.0	1101
8271at7898	Complete	CM017900.1	13486509	13499245	+	1655.5	1335	https://www.orthodb.org/v10?query=8271at7898	cilia- and flagella-associated protein 43
8276at7898	Complete	CM017911.1	8389237	8419071	-	1809.5	1097	https://www.orthodb.org/v10?query=8276at7898	neurofascin isoform X1
8300at7898	Complete	CM017904.1	11217835	11229159	+	1411.5	915	https://www.orthodb.org/v10?query=8300at7898	Excision repair cross-complementation group 6-like 2
8356at7898	Complete	CM017898.1	17083647	17101628	+	2027.6	1052	https://www.orthodb.org/v10?query=8356at7898	leucine--tRNA ligase, cytoplasmic
8392at7898	Complete	CM017900.1	7609501	7619125	+	1840.3	1164	https://www.orthodb.org/v10?query=8392at7898	putative ATP-dependent RNA helicase DHX57
8403at7898	Complete	CM017897.1	8500057	8522765	-	1955.9	1137	https://www.orthodb.org/v10?query=8403at7898	UHRF1-binding protein 1-like
8407at7898	Complete	CM017915.1	5785012	5840850	-	1951.6	952	https://www.orthodb.org/v10?query=8407at7898	A disintegrin and metalloproteinase with thrombospondin motifs 6
8413at7898	Complete	CM017900.1	10790461	10829018	-	1863.4	1240	https://www.orthodb.org/v10?query=8413at7898	Leucine-rich pentatricopeptide repeat containing
8448at7898	Complete	CM017916.1	20783186	20796622	-	1660.3	1075	https://www.orthodb.org/v10?query=8448at7898	protein MMS22-like
8465at7898	Complete	CM017908.1	10160403	10195572	-	2329.4	1297	https://www.orthodb.org/v10?query=8465at7898	CLIP-associating protein 2 isoform X1
8496at7898	Complete	CM017903.1	18230827	18248870	+	2091.0	973	https://www.orthodb.org/v10?query=8496at7898	DNA-directed RNA polymerase III subunit RPC2
8587at7898	Complete	CM017900.1	16493609	16508297	+	1688.5	1098	https://www.orthodb.org/v10?query=8587at7898	putative ATP-dependent RNA helicase TDRD9
8605at7898	Complete	CM017900.1	19934731	19949167	+	1847.5	1097	https://www.orthodb.org/v10?query=8605at7898	protein FAM135A isoform X1
8815at7898	Complete	CM017914.1	8927542	8943406	+	1581.3	918	https://www.orthodb.org/v10?query=8815at7898	nephrocystin-3
8836at7898	Complete	CM017893.1	14384286	14410488	-	1817.5	1049	https://www.orthodb.org/v10?query=8836at7898	supervillin-like
8889at7898	Complete	CM017900.1	20846649	20854689	+	1662.7	869	https://www.orthodb.org/v10?query=8889at7898	DNA-directed RNA polymerase I subunit RPA2
8910at7898	Complete	CM017904.1	5389220	5503679	+	1770.9	1090
8916at7898	Complete	CM017909.1	11505895	11521161	-	1534.2	949	https://www.orthodb.org/v10?query=8916at7898	Inositol polyphosphate phosphatase-like 1b
8936at7898	Complete	CM017916.1	1318278	1356083	-	1911.1	1259	https://www.orthodb.org/v10?query=8936at7898	myomesin-3-like
8999at7898	Complete	CM017893.1	18967808	18981757	+	2161.2	1442	https://www.orthodb.org/v10?query=8999at7898	mediator of RNA polymerase II transcription subunit 1
9010at7898	Complete	CM017913.1	9551401	9560205	+	2122.3	1025	https://www.orthodb.org/v10?query=9010at7898	protein flightless-1 homolog
9020at7898	Complete	CM017905.1	2010568	2019347	-	1673.1	1046
9061at7898	Complete	CM017907.1	22766839	22790009	+	1512.4	940	https://www.orthodb.org/v10?query=9061at7898	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2
9138at7898	Complete	CM017910.1	10863081	10870310	-	1087.3	828	https://www.orthodb.org/v10?query=9138at7898	acyl-CoA synthetase family member 4 isoform X1
9151at7898	Complete	CM017900.1	13898406	13920862	-	1488.8	888	https://www.orthodb.org/v10?query=9151at7898	proto-oncogene tyrosine-protein kinase receptor Ret
9159at7898	Complete	CM017913.1	6112342	6125941	+	1940.3	1010	https://www.orthodb.org/v10?query=9159at7898	manganese-transporting ATPase 13A1
9174at7898	Complete	CM017904.1	7827822	7839365	+	1934.8	1070	https://www.orthodb.org/v10?query=9174at7898	Niemann-Pick C1-like protein 1
9176at7898	Complete	CM017917.1	17567342	17621306	-	1443.9	1014	https://www.orthodb.org/v10?query=9176at7898	nephrin
9220at7898	Complete	CM017901.1	13221191	13239257	+	2091.2	1541	https://www.orthodb.org/v10?query=9220at7898	thyroid adenoma-associated protein homolog
9258at7898	Complete	CM017895.1	33537197	33577824	-	2210.8	1141	https://www.orthodb.org/v10?query=9258at7898	PH domain leucine-rich repeat-containing protein phosphatase 2
9337at7898	Complete	CM017910.1	10952572	10962515	-	2018.6	1078
9402at7898	Complete	CM017909.1	19557964	19569891	-	1723.6	956	https://www.orthodb.org/v10?query=9402at7898	trafficking protein particle complex subunit 11
9404at7898	Complete	CM017912.1	19586140	19597377	+	2090.3	1024	https://www.orthodb.org/v10?query=9404at7898	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
9519at7898	Complete	CM017907.1	22698333	22716302	+	1714.8	976	https://www.orthodb.org/v10?query=9519at7898	Protein tyrosine phosphatase, non-receptor type 21
9616at7898	Complete	CM017902.1	14609243	14628883	-	1440.9	864	https://www.orthodb.org/v10?query=9616at7898	DNA repair protein REV1
9688at7898	Complete	CM017899.1	26490286	26501542	+	1844.0	1008	https://www.orthodb.org/v10?query=9688at7898	ATP-dependent RNA helicase A
9725at7898	Complete	CM017893.1	22508272	22532819	+	1851.8	1016
9836at7898	Complete	CM017916.1	5255251	5263260	+	1842.4	992	https://www.orthodb.org/v10?query=9836at7898	WASH complex subunit strumpellin
9840at7898	Complete	CM017898.1	14206732	14215283	+	1432.9	862	https://www.orthodb.org/v10?query=9840at7898	HEAT repeat-containing protein 6
9905at7898	Complete	CM017894.1	10124898	10135638	-	1895.4	1014	https://www.orthodb.org/v10?query=9905at7898	WASH complex subunit 7
10070at7898	Complete	CM017899.1	10836834	10843694	-	1259.7	921
10116at7898	Complete	CM017907.1	1093840	1100454	+	1865.1	1001	https://www.orthodb.org/v10?query=10116at7898	Erythroid differentiation regulatory factor 1
10135at7898	Complete	CM017910.1	11769191	11786949	-	1231.1	916	https://www.orthodb.org/v10?query=10135at7898	serine/threonine-protein kinase Nek1 isoform X1
10143at7898	Complete	CM017904.1	884477	887644	-	1278.6	880	https://www.orthodb.org/v10?query=10143at7898	Toll-like receptor 9
10205at7898	Complete	CM017916.1	11422472	11440137	-	2058.2	1035	https://www.orthodb.org/v10?query=10205at7898	transcription initiation factor TFIID subunit 2
10242at7898	Complete	CM017907.1	1938927	2035720	-	554.8	693
10259at7898	Complete	CM017908.1	9979425	9983639	-	867.2	792	https://www.orthodb.org/v10?query=10259at7898	AT-hook DNA-binding motif-containing protein 1
10419at7898	Complete	CM017905.1	7160585	7171371	+	765.1	1121	https://www.orthodb.org/v10?query=10419at7898	protein SFI1 homolog isoform X1
10421at7898	Complete	CM017894.1	15432577	15440012	+	2028.7	1045
10463at7898	Complete	CM017901.1	8553154	8578545	+	1579.6	960
